ticker,date,open,high,low,close,volume
AAPL,2022-07-06,194.6884,199.8696,187.9478,194.0116,2937151
AAPL,2022-07-07,196.0979,203.0916,195.133,198.5028,14425263
AAPL,2022-07-08,202.7184,206.5967,198.5112,202.7203,5445383
AAPL,2022-07-11,199.3103,205.6586,196.2021,201.9987,23701132
AAPL,2022-07-12,206.2011,206.2983,202.778,204.8088,1794402
AAPL,2022-07-13,201.7924,209.8681,201.0931,203.7234,6496700
AAPL,2022-07-14,200.8283,204.987,199.5836,202.6743,13016129
AAPL,2022-07-15,207.771,208.6343,197.0131,203.3326,8342835
AAPL,2022-07-18,204.6256,208.0168,199.4197,203.6919,84457770
AAPL,2022-07-19,203.7446,205.4244,202.0306,204.6639,7266397
AAPL,2022-07-20,207.0321,212.8059,205.7654,207.0574,31018898
AAPL,2022-07-21,205.8122,208.0223,200.3647,205.3151,16810843
AAPL,2022-07-22,198.8958,209.5779,198.6339,203.9915,15705031
AAPL,2022-07-25,203.9532,208.0738,201.3396,204.7532,19192873
AAPL,2022-07-26,203.6243,207.8724,201.8605,203.4073,17819511
AAPL,2022-07-27,197.2633,202.5892,196.62,200.4637,52500527
AAPL,2022-07-28,205.1396,206.1942,194.3876,200.383,10762921
AAPL,2022-07-29,197.4992,199.7199,192.3147,197.0163,5593638
AAPL,2022-08-01,195.9997,200.2831,191.5526,196.6318,4088927
AAPL,2022-08-02,196.3707,200.6665,192.8056,196.9869,15898506
AAPL,2022-08-03,199.3526,200.7586,194.5647,196.2915,22996261
AAPL,2022-08-04,195.4579,197.1239,193.6152,196.8245,37022801
AAPL,2022-08-05,190.7113,191.6833,187.6783,189.9765,13325081
AAPL,2022-08-08,193.6719,196.6285,185.6379,190.9448,13695425
AAPL,2022-08-09,189.48,194.1159,187.0128,188.8831,19251530
AAPL,2022-08-10,189.6349,193.1704,188.9142,190.2543,25870674
AAPL,2022-08-11,192.9074,196.2265,191.9066,192.5502,11627429
AAPL,2022-08-12,190.4379,195.7822,189.3522,192.4355,20864875
AAPL,2022-08-15,190.2958,197.2441,188.6112,191.8618,12838347
AAPL,2022-08-16,188.4361,188.6355,184.8099,186.4652,16331803
AAPL,2022-08-17,184.2128,184.4881,181.131,183.7578,21567506
AAPL,2022-08-18,180.2695,183.2084,177.4089,182.5189,2535178
AAPL,2022-08-19,185.42,185.5932,180.1046,183.9797,18352301
AAPL,2022-08-22,185.5303,186.9941,185.2583,185.6931,4210792
AAPL,2022-08-23,180.8876,188.4483,180.2826,184.1815,31201413
AAPL,2022-08-24,181.9755,182.2101,181.4145,181.9903,3072446
AAPL,2022-08-25,180.48,183.4435,175.518,180.2741,13668867
AAPL,2022-08-26,185.034,185.6516,180.8224,184.2246,10295234
AAPL,2022-08-29,182.9253,187.4399,181.8862,184.7049,24611516
AAPL,2022-08-30,184.9323,186.9525,182.7758,183.2879,14779439
AAPL,2022-08-31,183.5067,185.5804,180.2465,183.0759,8472640
AAPL,2022-09-01,184.1946,186.9622,179.4613,182.9968,11780722
AAPL,2022-09-02,185.3922,186.4394,177.8636,183.3756,30628207
AAPL,2022-09-05,188.1141,190.6339,183.823,186.7058,3708791
AAPL,2022-09-06,185.4455,185.5559,182.5775,183.8452,8221241
AAPL,2022-09-07,186.557,190.4184,185.2877,187.9347,6447226
AAPL,2022-09-08,185.8465,192.0408,182.5464,186.4254,18375012
AAPL,2022-09-09,189.1032,190.4703,180.4172,185.321,18816030
AAPL,2022-09-12,180.7257,182.0607,180.3598,181.8948,7106520
AAPL,2022-09-13,185.3565,187.0222,181.8971,183.7678,7566278
AAPL,2022-09-14,178.2118,181.8773,178.0,179.4737,31658495
AAPL,2022-09-15,179.0771,181.1843,177.3694,177.6247,15419588
AAPL,2022-09-16,175.199,181.7895,174.3818,178.7713,73071969
AAPL,2022-09-19,183.2772,183.4686,179.6184,182.7249,11784032
AAPL,2022-09-20,186.0038,190.2194,183.7068,185.6557,16245807
AAPL,2022-09-21,185.4684,186.1747,184.6543,185.8865,10981944
AAPL,2022-09-22,189.2788,194.0494,187.3284,191.6617,12716297
AAPL,2022-09-23,191.4368,195.858,189.9733,193.3406,28268912
AAPL,2022-09-26,200.1566,204.1699,196.1192,199.4267,16723887
AAPL,2022-09-27,200.8666,201.5792,199.6451,199.7977,11672249
AAPL,2022-09-28,198.2201,204.3337,194.507,199.6187,12066659
AAPL,2022-09-29,190.6123,200.478,189.7947,195.0914,34718332
AAPL,2022-09-30,193.7218,194.8841,190.3675,190.4884,14141990
AAPL,2022-10-03,182.3641,184.7798,180.8123,184.2253,9206942
AAPL,2022-10-04,189.9838,191.8137,184.6802,187.1868,3681063
AAPL,2022-10-05,184.19,186.8477,180.5765,186.2629,33918040
AAPL,2022-10-06,182.8385,185.4692,181.8228,184.1799,26519179
AAPL,2022-10-07,186.2257,186.2608,181.1272,183.3354,49492316
AAPL,2022-10-10,182.1952,186.8454,178.3554,182.4621,2087943
AAPL,2022-10-11,182.7825,186.4367,179.4523,182.0154,13464541
AAPL,2022-10-12,180.7872,184.8975,180.4121,184.064,22664201
AAPL,2022-10-13,179.6918,187.7715,178.9519,182.3603,11949875
AAPL,2022-10-14,179.1422,180.9722,173.3287,178.0372,35050917
AAPL,2022-10-17,182.4943,183.5841,177.006,181.2331,20534897
AAPL,2022-10-18,182.8649,189.1566,180.5597,185.6554,19346639
AAPL,2022-10-19,189.3744,189.61,183.7957,186.7355,39624682
AAPL,2022-10-20,188.4084,190.0009,183.8832,187.1537,35546757
AAPL,2022-10-21,186.4954,189.0761,186.119,186.5744,2437908
AAPL,2022-10-24,190.7615,191.0104,189.0995,190.2823,15916487
AAPL,2022-10-25,194.953,198.2304,191.3366,195.1862,43615354
AAPL,2022-10-26,199.6121,201.9802,199.2965,199.3546,51356127
AAPL,2022-10-27,205.207,210.2336,202.8155,204.5622,14159193
AAPL,2022-10-28,208.0622,209.0031,206.0159,207.9164,7578681
AAPL,2022-10-31,209.7482,213.1667,206.691,210.7029,2271816
AAPL,2022-11-01,215.7117,216.5498,204.9349,211.5734,29337868
AAPL,2022-11-02,213.2563,217.6445,212.2981,214.4438,43491497
AAPL,2022-11-03,200.722,204.3657,199.8152,204.3296,23363133
AAPL,2022-11-04,206.1646,208.0717,203.3691,207.4528,23981932
AAPL,2022-11-07,209.696,217.7774,209.5802,211.8823,23289349
AAPL,2022-11-08,216.6752,219.1042,210.1304,212.9893,27021757
AAPL,2022-11-09,211.9431,215.4766,205.6175,209.3168,40275380
AAPL,2022-11-10,209.6999,211.4422,209.3218,210.7586,40830113
AAPL,2022-11-11,208.0088,212.7569,205.0621,209.3133,12457571
AAPL,2022-11-14,205.0162,207.6662,197.5798,203.7844,7149359
AAPL,2022-11-15,199.0277,200.047,198.7201,198.7369,4564136
AAPL,2022-11-16,201.7563,204.2666,199.4808,200.3855,88800964
AAPL,2022-11-17,206.6028,207.9589,200.924,201.7946,14658037
AAPL,2022-11-18,195.5939,200.6441,193.9924,198.7501,22036951
AAPL,2022-11-21,197.9777,199.0278,192.5199,194.6969,34535540
AAPL,2022-11-22,193.846,198.0274,193.013,194.3221,19671416
AAPL,2022-11-23,191.712,193.6791,190.156,192.8114,9058678
AAPL,2022-11-24,190.7417,192.8895,186.7159,192.1617,8270544
AAPL,2022-11-25,193.6851,200.2158,190.2302,194.9631,62024298
AAPL,2022-11-28,187.8687,196.6302,185.8004,191.3488,24370303
AAPL,2022-11-29,187.981,192.4551,185.4534,186.6045,54982696
AAPL,2022-11-30,189.3875,190.0056,182.6636,188.06,39810952
AAPL,2022-12-01,187.3721,189.3216,183.8809,187.7074,14617487
AAPL,2022-12-02,178.9119,184.146,178.5942,180.1499,70875344
AAPL,2022-12-05,181.0601,183.6999,176.9734,179.6373,13428178
AAPL,2022-12-06,178.7319,182.2939,174.4551,178.0873,16843118
AAPL,2022-12-07,181.6252,183.8429,176.3088,180.361,23364057
AAPL,2022-12-08,178.7816,183.4343,178.1506,182.957,59361685
AAPL,2022-12-09,175.8717,180.643,174.0393,178.8726,22720967
AAPL,2022-12-12,183.6896,185.696,179.5791,181.4807,5762404
AAPL,2022-12-13,185.7108,187.5979,180.8066,186.6034,5351720
AAPL,2022-12-14,188.1898,190.2984,183.9526,186.3972,16202531
AAPL,2022-12-15,188.8745,192.8276,187.4372,188.3122,17847220
AAPL,2022-12-16,187.9186,192.4772,184.7606,188.8574,18135974
AAPL,2022-12-19,187.5279,190.7387,183.4321,185.2476,4616093
AAPL,2022-12-20,192.3695,192.7499,187.2949,187.8041,26808144
AAPL,2022-12-21,193.6384,194.7578,193.1176,193.6447,37551727
AAPL,2022-12-22,193.9792,194.3756,193.2808,193.3444,13056869
AAPL,2022-12-23,190.7331,193.091,185.7021,187.52,21943354
AAPL,2022-12-26,191.5725,197.8074,188.7649,193.2579,8335241
AAPL,2022-12-27,190.2757,193.2602,188.1674,191.5769,23036525
AAPL,2022-12-28,188.8458,194.1502,186.9884,192.9395,8460637
AAPL,2022-12-29,192.9863,193.9748,189.632,191.829,16693273
AAPL,2022-12-30,190.1929,190.4463,185.4115,186.4124,11791581
AAPL,2023-01-02,183.2318,188.3883,179.2803,185.0731,11553580
AAPL,2023-01-03,184.078,184.1923,180.5653,182.5326,5600821
AAPL,2023-01-04,176.2583,179.7239,175.3331,178.2142,9623588
AAPL,2023-01-05,180.9689,183.9577,175.8556,178.7668,26954578
AAPL,2023-01-06,175.901,177.5787,172.6688,175.7904,16840123
AAPL,2023-01-09,178.2372,178.4943,175.897,177.9081,9720444
AAPL,2023-01-10,175.964,181.6696,174.6507,179.7634,31437454
AAPL,2023-01-11,177.8028,181.9068,174.5911,178.827,21235450
AAPL,2023-01-12,175.8474,180.011,172.1019,176.1576,7145150
AAPL,2023-01-13,176.1886,179.7948,173.7729,176.4549,52772387
AAPL,2023-01-16,183.7338,184.2261,177.4922,182.8765,23185257
AAPL,2023-01-17,184.9403,186.9524,182.0077,185.3796,24851449
AAPL,2023-01-18,186.5841,188.1773,182.9081,186.4124,22162555
AAPL,2023-01-19,181.3931,182.7397,178.7389,179.528,10889377
AAPL,2023-01-20,176.0901,180.3863,175.3822,179.8742,11315887
AAPL,2023-01-23,175.9454,180.9735,174.6852,178.3857,28382258
AAPL,2023-01-24,177.3636,180.6867,174.7889,179.6423,26835942
AAPL,2023-01-25,175.15,182.6375,175.1128,179.4978,9278456
AAPL,2023-01-26,179.2205,183.4422,178.0814,180.3194,19957073
AAPL,2023-01-27,180.0075,180.3359,176.3822,177.7412,16761252
AAPL,2023-01-30,176.2088,181.1892,173.7877,176.0045,23083421
AAPL,2023-01-31,176.3016,180.0812,171.9684,175.2637,47347930
AAPL,2023-02-01,177.7121,178.3339,172.8991,173.0457,38926116
AAPL,2023-02-02,171.2936,176.0207,171.2861,174.0349,24818983
AAPL,2023-02-03,171.5076,172.3398,170.6755,171.9213,9152395
AAPL,2023-02-06,172.6225,174.7693,172.1517,174.2597,17648473
AAPL,2023-02-07,174.7758,179.5048,173.1055,175.7664,25665116
AAPL,2023-02-08,175.2171,179.7926,174.6721,177.5655,12732245
AAPL,2023-02-09,178.0493,182.7005,174.8903,178.5794,7333180
AAPL,2023-02-10,178.8843,180.0104,176.4206,179.2834,9399262
AAPL,2023-02-13,181.4572,187.4299,181.1128,183.5552,15946840
AAPL,2023-02-14,179.6606,180.1396,174.9212,179.4841,26643060
AAPL,2023-02-15,178.4193,178.6611,170.096,174.7422,14388506
AAPL,2023-02-16,177.686,178.5379,171.9693,176.1846,20260089
AAPL,2023-02-17,175.0293,181.8643,172.6548,176.5903,15333406
AAPL,2023-02-20,173.8641,177.6746,170.5553,172.924,13213676
AAPL,2023-02-21,179.8719,181.0211,178.1529,178.4344,21829592
AAPL,2023-02-22,172.4721,180.301,172.2834,176.5475,27145978
AAPL,2023-02-23,175.3618,178.7328,173.9329,176.4154,28420178
AAPL,2023-02-24,177.6854,181.958,174.8817,177.8578,15972833
AAPL,2023-02-27,179.4914,180.2669,178.736,179.554,35418522
AAPL,2023-02-28,183.8427,184.3426,178.1881,181.721,9251785
AAPL,2023-03-01,184.3627,192.2307,184.0294,187.3881,5090734
AAPL,2023-03-02,189.2502,190.7237,182.8659,187.1321,17861425
AAPL,2023-03-03,192.1561,194.4688,188.1022,190.1249,25886659
AAPL,2023-03-06,188.8336,190.3784,184.8298,189.2818,31540530
AAPL,2023-03-07,192.4835,194.7942,183.5967,189.3529,10587443
AAPL,2023-03-08,183.077,184.4344,177.8539,180.9264,4778640
AAPL,2023-03-09,183.7125,184.0021,179.5132,180.7383,11550335
AAPL,2023-03-10,177.5174,181.2395,177.339,180.1855,49016769
AAPL,2023-03-13,179.1779,180.4731,178.8395,178.868,19792208
AAPL,2023-03-14,180.4952,181.3709,177.1956,179.8147,4652917
AAPL,2023-03-15,176.2541,180.3573,175.0897,179.0891,11171947
AAPL,2023-03-16,175.7005,179.1314,173.2082,175.7583,6377617
AAPL,2023-03-17,171.9332,175.6334,170.0018,173.0412,8345857
AAPL,2023-03-20,169.1234,171.8388,166.4191,171.0213,56383560
AAPL,2023-03-21,170.1778,171.6145,167.3801,169.5317,13279625
AAPL,2023-03-22,164.0905,171.2585,163.4409,168.6737,12733602
AAPL,2023-03-23,167.2865,170.3618,164.7551,168.7459,5485237
AAPL,2023-03-24,167.6598,170.4331,164.0593,167.3499,16107500
AAPL,2023-03-27,166.1448,167.5105,162.1746,163.6377,29212250
AAPL,2023-03-28,168.8324,169.0779,164.2809,166.2627,13932268
AAPL,2023-03-29,168.1692,169.3817,167.6755,168.2619,25710602
AAPL,2023-03-30,171.9371,176.7056,166.1072,171.3916,5258231
AAPL,2023-03-31,173.7578,175.2103,168.8815,170.3781,22962213
AAPL,2023-04-03,168.8955,171.4334,164.457,167.8032,6181196
AAPL,2023-04-04,165.0605,165.854,162.5909,164.6864,14442916
AAPL,2023-04-05,161.0941,164.2768,158.9719,163.4686,86158741
AAPL,2023-04-06,170.1622,172.5471,165.0155,168.4981,15120636
AAPL,2023-04-07,170.081,173.7453,169.2277,171.487,26977065
AAPL,2023-04-10,171.2448,176.838,170.7551,173.506,16247284
AAPL,2023-04-11,168.3895,171.2315,167.8219,171.1084,10304126
AAPL,2023-04-12,171.3478,173.4081,168.2401,168.3606,6188778
AAPL,2023-04-13,171.5263,171.852,168.0998,169.1281,6785243
AAPL,2023-04-14,165.3515,166.4146,162.7132,165.1696,20505203
AAPL,2023-04-17,165.839,166.05,165.5505,165.7117,21982010
AAPL,2023-04-18,161.4183,164.2982,160.7995,162.034,19931478
AAPL,2023-04-19,161.5976,162.6467,154.4448,158.6312,19290203
AAPL,2023-04-20,162.9609,163.9662,159.9674,160.3201,10587344
AAPL,2023-04-21,158.9168,161.9712,157.0021,159.3622,6964975
AAPL,2023-04-24,163.2043,165.249,158.0546,160.7757,2047265
AAPL,2023-04-25,157.546,158.516,152.8847,155.0259,3271534
AAPL,2023-04-26,156.0105,163.4958,155.6994,159.3388,25048249
AAPL,2023-04-27,156.8327,157.9415,152.7254,154.8719,43238983
AAPL,2023-04-28,161.1803,162.5745,155.8841,158.7839,37489838
AAPL,2023-05-01,158.7326,161.7493,157.7638,158.4723,6902856
AAPL,2023-05-02,155.5363,158.2727,153.2218,156.6444,15688779
AAPL,2023-05-03,157.7405,159.4163,154.0245,155.7039,4020942
AAPL,2023-05-04,153.2636,155.7658,153.1708,154.5106,31492225
AAPL,2023-05-05,154.6889,156.6384,152.1717,156.5106,30978456
AAPL,2023-05-08,155.2721,159.6606,153.3485,156.1402,7519063
AAPL,2023-05-09,152.0635,156.1568,151.4597,155.4009,4571933
AAPL,2023-05-10,152.6497,152.9955,150.6761,151.7656,5444128
AAPL,2023-05-11,149.8772,150.7547,148.969,150.6975,11681994
AAPL,2023-05-12,154.8874,155.0703,148.4443,152.7751,7257800
AAPL,2023-05-15,150.2622,153.291,148.4217,150.9092,6349680
AAPL,2023-05-16,154.9544,158.343,151.776,154.116,8726809
AAPL,2023-05-17,150.8236,151.9209,150.5381,151.6117,33090858
AAPL,2023-05-18,153.8775,157.1745,153.0689,153.6477,35565613
AAPL,2023-05-19,152.8859,153.6695,150.5814,150.6393,14766827
AAPL,2023-05-22,151.8056,156.8178,148.9425,152.5037,4079609
AAPL,2023-05-23,155.3965,160.6189,153.4505,155.9427,18439447
AAPL,2023-05-24,162.8285,163.4599,160.3353,160.7375,10123720
AAPL,2023-05-25,154.9415,159.1785,153.9944,157.9611,20181775
AAPL,2023-05-26,159.8429,163.8284,158.9832,162.6586,7920395
AAPL,2023-05-29,164.8054,166.2179,160.9211,164.7778,13507391
AAPL,2023-05-30,168.7319,170.5772,168.2481,169.868,6183955
AAPL,2023-05-31,172.3472,172.7123,169.6278,170.1544,56734859
AAPL,2023-06-01,173.5317,175.2261,172.1901,174.8239,22882955
AAPL,2023-06-02,172.3717,176.9203,170.4227,173.6959,15479859
AAPL,2023-06-05,176.7285,181.7701,172.7246,176.7324,15419250
AAPL,2023-06-06,177.9776,178.0369,170.3925,174.5463,6368985
AAPL,2023-06-07,172.7911,176.1215,171.1609,174.6323,33198760
AAPL,2023-06-08,173.7221,176.0341,171.0919,172.5276,15690059
AAPL,2023-06-09,167.7553,173.1404,167.0797,170.4398,40305755
AAPL,2023-06-12,168.2879,170.6598,165.8236,170.6248,8824716
AAPL,2023-06-13,166.1985,173.1095,165.4767,169.0602,14846690
AAPL,2023-06-14,167.9074,174.4545,166.3356,170.7597,8381899
AAPL,2023-06-15,173.2878,174.0648,170.7385,172.3967,21140476
AAPL,2023-06-16,171.4371,173.4185,167.3798,168.4959,18141040
AAPL,2023-06-19,167.4018,169.9302,166.9275,167.8356,23374237
AAPL,2023-06-20,167.3341,169.4389,164.2388,166.7268,7994318
AAPL,2023-06-21,164.2212,164.3871,161.8601,163.2114,27850765
AAPL,2023-06-22,165.2513,166.1657,160.8112,164.5783,7540412
AAPL,2023-06-23,159.9064,166.7087,159.8676,163.8026,27493139
AAPL,2023-06-26,162.1389,166.8448,161.3733,164.7239,13264959
AAPL,2023-06-27,165.2729,167.0422,161.8067,162.8438,17389478
AAPL,2023-06-28,161.4651,162.8937,160.5806,162.7723,66411899
AAPL,2023-06-29,159.0266,162.9944,155.9078,159.0006,9176200
AAPL,2023-06-30,159.5038,159.7625,155.3402,158.9593,19996740
AAPL,2023-07-03,153.4771,158.5892,150.2079,153.9972,4940027
